Number,Name,Type1,Type2,Pokedex,Label,Label_adjusted,Pokedex_adjusted
72,Tentacool,Water,Poison,TENTACOOL absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This POKéMON shoots beams from its crystal-like eyes.,17,17, absorbs sunlight and refracts it using water inside its body to convert it into beam energy this shoots beams from its crystal like eyes
72,Tentacool,Water,Poison,"Its eyes are as transparent as crystals. From them, it shoots mysterious beams of light.",17,17,its eyes are as transparent as crystals from them it shoots mysterious beams of light
72,Tentacool,Water,Poison,Drifts in shallow seas. Anglers who hook them by accident are often punished by their stingers.,17,17,drifts in shallow seas anglers who hook them by accident are often punished by their stingers
72,Tentacool,Water,Poison,"Its body is almost entirely composed of water. It ensnares its foe with its two long tentacles, then stabs with the poison stingers at their tips.",17,17,its body is almost entirely composed of water it ensnares its foe with its two long tentacles then stabs with the poison stingers at their tips
72,Tentacool,Water,Poison,Its body is virtually composed of water. It shoots strange beams from its crystal-like eyes.,17,17,its body is virtually composed of water it shoots strange beams from its crystal like eyes
72,Tentacool,Water,Poison,It drifts in sea currents. Countless fishermen are hurt by its poison stingers.,17,17,it drifts in sea currents countless fishermen are hurt by its poison stingers
72,Tentacool,Water,Poison,"Because its body is almost entirely composed of water, it shrivels up if it is washed ashore.",17,17,because its body is almost entirely composed of water it shrivels up if it is washed ashore
72,Tentacool,Water,Poison,"When the tide goes out, dehydrated TENTACOOL remains can be found washed up on the shore.",17,17,when the tide goes out dehydrated remains can be found washed up on the shore
72,Tentacool,Water,Poison,"It drifts aimlessly in waves. Very difficult to see in water, it may not be noticed until it stings.",17,17,it drifts aimlessly in waves very difficult to see in water it may not be noticed until it stings
72,Tentacool,Water,Poison,"Because its body is almost entirely composed of water, it shrivels up if it is washed ashore.",17,17,because its body is almost entirely composed of water it shrivels up if it is washed ashore
72,Tentacool,Water,Poison,Its body is virtually composed of water. It shoots strange beams from its crystal-like eyes.,17,17,its body is virtually composed of water it shoots strange beams from its crystal like eyes
72,Tentacool,Water,Poison,Drifts in shallow seas. Anglers who hook them by accident are often punished by their stingers.,17,17,drifts in shallow seas anglers who hook them by accident are often punished by their stingers
72,Tentacool,Water,Poison,"Tentacool’s body is largely composed of water. If it is removed from the sea, it dries up like parchment. If this Pokémon happens to become dehydrated, put it back into the sea.",17,17, body is largely composed of water if it is removed from the sea it dries up like parchment if this happens to become dehydrated put it back into the sea
72,Tentacool,Water,Poison,Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokémon shoots beams from the small round organ above its eyes.,17,17, absorbs sunlight and refracts it using water inside its body to convert it into beam energy this shoots beams from the small round organ above its eyes
72,Tentacool,Water,Poison,"They can be found lying dehydrated on beaches, but they are often still alive. When soaked in water, they will revive.",17,17,they can be found lying dehydrated on beaches but they are often still alive when soaked in water they will revive
72,Tentacool,Water,Poison,"It drifts in shallow seas, such as the areas near beaches. If you get bitten or stabbed by its toxic tentacles, rush to the hospital.",17,17,it drifts in shallow seas such as the areas near beaches if you get bitten or stabbed by its toxic tentacles rush to the hospital
72,Tentacool,Water,Poison,"It drifts through the sea searching for prey. Its poisonous tentacles break off sometimes, but after a while, they grow back.",17,17,it drifts through the sea searching for prey its poisonous tentacles break off sometimes but after a while they grow back
72,Tentacool,Water,Poison,Its body is 99% water. The remaining 1% contains the organ that makes its poison.,17,17,its body is water the remaining contains the organ that makes its poison
72,Tentacool,Water,Poison,It can sometimes be found all dry and shriveled up on a beach. Toss it back into the sea to revive it.,17,17,it can sometimes be found all dry and shriveled up on a beach toss it back into the sea to revive it
72,Tentacool,Water,Poison,Tentacool is not a particularly strong swimmer. It drifts across the surface of shallow seas as it searches for prey.,17,17, is not a particularly strong swimmer it drifts across the surface of shallow seas as it searches for prey
72,Tentacool,Water,Poison,"This Pokémon is mostly made of water. A Tentacool out in the ocean is very hard to spot, because its body blends in with the sea.",17,17,this is mostly made of water a out in the ocean is very hard to spot because its body blends in with the sea
72,Tentacool,Water,Poison,Its body is mostly composed of water. It shoots strange beams from its crystal-like eyes.,17,17,its body is mostly composed of water it shoots strange beams from its crystal like eyes
72,Tentacool,Water,Poison,It drifts in sea currents. Countless fishers are hurt by its poison stingers.,17,17,it drifts in sea currents countless fishers are hurt by its poison stingers
72,Tentacool,Water,Poison,"They fire beams from the glassy, magenta orbs that resemble eyes atop their heads, and they drift in shallow seas. During low tide, they can sometimes be found on beaches, desiccated.",17,17,they fire beams from the glassy magenta orbs that resemble eyes atop their heads and they drift in shallow seas during low tide they can sometimes be found on beaches desiccated
73,Tentacruel,Water,Poison,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",17,17,the tentacles are normally kept short on hunts they are extended to ensnare and immobilize prey
73,Tentacruel,Water,Poison,Its 80 tentacles can stretch and contract freely. They wrap around prey and weaken it with poison.,17,17,its tentacles can stretch and contract freely they wrap around prey and weaken it with poison
73,Tentacruel,Water,Poison,Its 80 tentacles absorb water and stretch almost endlessly to CONSTRICT its prey and enemies.,17,17,its tentacles absorb water and stretch almost endlessly to constrict its prey and enemies
73,Tentacruel,Water,Poison,"In battle, it extends all 80 of its tentacles to entrap its opponent inside a poisonous net.",17,17,in battle it extends all of its tentacles to entrap its opponent inside a poisonous net
73,Tentacruel,Water,Poison,"When its 80 feelers absorb water, it stretches to become like a net to entangle its prey.",17,17,when its feelers absorb water it stretches to become like a net to entangle its prey
73,Tentacruel,Water,Poison,TENTACRUEL has large red orbs on its head. The orbs glow before lashing the vicinity with a harsh ultrasonic blast. This POKéMON’s outburst creates rough waves around it.,17,17, has large red orbs on its head the orbs glow before lashing the vicinity with a harsh ultrasonic blast this outburst creates rough waves around it
73,Tentacruel,Water,Poison,TENTACRUEL has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.,17,17, has tentacles that can be freely elongated and shortened at will it ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin it can catch up to prey at the same time
73,Tentacruel,Water,Poison,"It has 80 tentacles that move about freely. They can sting, causing poisoning and sharp, stabbing pain.",17,17,it has tentacles that move about freely they can sting causing poisoning and sharp stabbing pain
73,Tentacruel,Water,Poison,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",17,17,the tentacles are normally kept short on hunts they are extended to ensnare and immobilize prey
73,Tentacruel,Water,Poison,It lives in complex rock formations on the ocean floor and traps prey using its 80 tentacles. Its red orbs glow when it grows excited or agitated.,17,17,it lives in complex rock formations on the ocean floor and traps prey using its tentacles its red orbs glow when it grows excited or agitated
73,Tentacruel,Water,Poison,"With 80 tentacles for ensnaring victims, it prevents escape until the prey is weakened by poison.",17,17,with tentacles for ensnaring victims it prevents escape until the prey is weakened by poison
73,Tentacruel,Water,Poison,It alerts others to danger by stridently flashing the red orbs on its head.,17,17,it alerts others to danger by stridently flashing the red orbs on its head
73,Tentacruel,Water,Poison,It extends its 80 tentacles to form an encircling poisonous net that is difficult to escape.,17,17,it extends its tentacles to form an encircling poisonous net that is difficult to escape
73,Tentacruel,Water,Poison,Its 80 tentacles absorb water and stretch almost endlessly to constrict its prey and enemies.,17,17,its tentacles absorb water and stretch almost endlessly to constrict its prey and enemies
73,Tentacruel,Water,Poison,"In battle, it extends all 80 of its tentacles to entrap its opponent inside a poisonous net.",17,17,in battle it extends all of its tentacles to entrap its opponent inside a poisonous net
73,Tentacruel,Water,Poison,It extends its 80 tentacles to form an encircling poisonous net that is difficult to escape.,17,17,it extends its tentacles to form an encircling poisonous net that is difficult to escape
73,Tentacruel,Water,Poison,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",17,17,the tentacles are normally kept short on hunts they are extended to ensnare and immobilize prey
73,Tentacruel,Water,Poison,"It has 80 tentacles that move about freely. They can sting, causing poisoning and sharp, stabbing pain.",17,17,it has tentacles that move about freely they can sting causing poisoning and sharp stabbing pain
73,Tentacruel,Water,Poison,Tentacruel has large red orbs on its head. The orbs glow before lashing the vicinity with a harsh ultrasonic blast. This Pokémon’s outburst creates rough waves around it.,17,17, has large red orbs on its head the orbs glow before lashing the vicinity with a harsh ultrasonic blast this outburst creates rough waves around it
73,Tentacruel,Water,Poison,Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.,17,17, has tentacles that can be freely elongated and shortened at will it ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin it can catch up to prey at the same time
73,Tentacruel,Water,Poison,"Normally, it has 80 poisonous tentacles. The longer one has been alive, the fewer tentacles it will have.",17,17,normally it has poisonous tentacles the longer one has been alive the fewer tentacles it will have
73,Tentacruel,Water,Poison,"Although these Pokémon are rare, when a large outbreak of them occurs, all fish Pokémon disappear from the surrounding sea.",17,17,although these are rare when a large outbreak of them occurs all fish disappear from the surrounding sea
73,Tentacruel,Water,Poison,"It fires off ultrasonic waves from its red orbs to weaken its prey, and then it wraps them up in its 80 tentacles.",17,17,it fires off ultrasonic waves from its red orbs to weaken its prey and then it wraps them up in its tentacles
73,Tentacruel,Water,Poison,"It communicates with others of its kind by lighting up the red orbs on its head. When the orbs are blinking, it’s a warning sign.",17,17,it communicates with others of its kind by lighting up the red orbs on its head when the orbs are blinking it is a warning sign
73,Tentacruel,Water,Poison,Its 80 tentacles can stretch and contract freely. They wrap around prey and weaken it with poison.,17,17,its tentacles can stretch and contract freely they wrap around prey and weaken it with poison
73,Tentacruel,Water,Poison,"When the red orbs on Tentacruel’s head glow brightly, watch out. The Pokémon is about to fire off a burst of ultrasonic waves.",17,17,when the red orbs on head glow brightly watch out the is about to fire off a burst of ultrasonic waves
73,Tentacruel,Water,Poison,"Its 80 tentacles can stretch and shrink freely. Tentacruel ensnares prey in a net of spread-out tentacles, delivering venomous stings to its catch.",17,17,its tentacles can stretch and shrink freely ensnares prey in a net of spread out tentacles delivering venomous stings to its catch
73,Tentacruel,Water,Poison,"With 80 tentacles for ensnaring victims, it prevents escape until the prey is weakened by poison.",17,17,with tentacles for ensnaring victims it prevents escape until the prey is weakened by poison
73,Tentacruel,Water,Poison,It alerts others to danger by stridently flashing the red orbs on its head.,17,17,it alerts others to danger by stridently flashing the red orbs on its head
73,Tentacruel,Water,Poison,"It has 80 tentacles, each with a venomous tip. These tentacles are also extendible, lengthening when Tentacruel attempts to catch prey. Use caution.",17,17,it has tentacles each with a venomous tip these tentacles are also extendible lengthening when attempts to catch prey use caution
74,Geodude,Rock,Ground,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",15,15,found in fields and mountains mistaking them for boulders people often step or trip on them
74,Geodude,Rock,Ground,"Commonly found near mountain trails, etc. If you step on one by accident, it gets angry.",15,15,commonly found near mountain trails etc if you step on one by accident it gets angry
74,Geodude,Rock,Ground,"Most people may not notice, but a closer look should reveal that there are many GEODUDE around.",15,15,most people may not notice but a closer look should reveal that there are many around
74,Geodude,Rock,Ground,It uses its arms to steadily climb steep mountain paths. It swings its fists around if angered.,15,15,it uses its arms to steadily climb steep mountain paths it swings its fists around if angered
74,Geodude,Rock,Ground,"Proud of their sturdy bodies, they bash against each other in a contest to prove whose is harder.",15,15,proud of their sturdy bodies they bash against each other in a contest to prove whose is harder
74,Geodude,Rock,Ground,"The longer a GEODUDE lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this POKéMON’s heart will remain hard, craggy, and rough always.",15,15,the longer a lives the more its edges are chipped and worn away making it more rounded in appearance however this heart will remain hard craggy and rough always
74,Geodude,Rock,Ground,"When GEODUDE sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this POKéMON rolls downhill in search of food.",15,15,when sleeps deeply it buries itself halfway into the ground it will not awaken even if hikers step on it unwittingly in the morning this rolls downhill in search of food
74,Geodude,Rock,Ground,Its round form makes it easy to pick up. Some people have used them to hurl at each other in a snowball fight.,15,15,its round form makes it easy to pick up some people have used them to hurl at each other in a snowball fight
74,Geodude,Rock,Ground,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",15,15,found in fields and mountains mistaking them for boulders people often step or trip on them
74,Geodude,Rock,Ground,"It climbs mountain paths using only the power of its arms. Because they look just like boulders lining paths, hikers may step on them without noticing.",15,15,it climbs mountain paths using only the power of its arms because they look just like boulders lining paths hikers may step on them without noticing
74,Geodude,Rock,Ground,Many live on mountain trails and remain half buried while keeping an eye on climbers.,15,15,many live on mountain trails and remain half buried while keeping an eye on climbers
74,Geodude,Rock,Ground,It is impossible to distinguish from rocks. It slams against others in contests of hardness.,15,15,it is impossible to distinguish from rocks it slams against others in contests of hardness
74,Geodude,Rock,Ground,"At rest, it looks just like a rock. Carelessly stepping on it will make it swing its fists angrily.",15,15,at rest it looks just like a rock carelessly stepping on it will make it swing its fists angrily
74,Geodude,Rock,Ground,"Most people may not notice, but a closer look should reveal that there are many GEODUDE around.",15,15,most people may not notice but a closer look should reveal that there are many around
74,Geodude,Rock,Ground,It uses its arms to steadily climb steep mountain paths. It swings its fists around if angered.,15,15,it uses its arms to steadily climb steep mountain paths it swings its fists around if angered
74,Geodude,Rock,Ground,"At rest, it looks just like a rock. Carelessly stepping on it will make it swing its fists angrily.",15,15,at rest it looks just like a rock carelessly stepping on it will make it swing its fists angrily
74,Geodude,Rock,Ground,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",15,15,found in fields and mountains mistaking them for boulders people often step or trip on them
74,Geodude,Rock,Ground,It is impossible to distinguish from rocks. It slams against others in contests of hardness.,15,15,it is impossible to distinguish from rocks it slams against others in contests of hardness
74,Geodude,Rock,Ground,"The longer a Geodude lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this Pokémon’s heart will remain hard, craggy, and rough always.",15,15,the longer a lives the more its edges are chipped and worn away making it more rounded in appearance however this heart will remain hard craggy and rough always
74,Geodude,Rock,Ground,"When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food.",15,15,when sleeps deeply it buries itself halfway into the ground it will not awaken even if hikers step on it unwittingly in the morning this rolls downhill in search of food
74,Geodude,Rock,Ground,"Its round body makes it easy to pick up, but it is hard and heavy. It’s dangerous to play with them as if they were snowballs.",15,15,its round body makes it easy to pick up but it is hard and heavy it is dangerous to play with them as if they were snowballs
74,Geodude,Rock,Ground,There are plenty of them to be found along any road. A scholar with too much free time once counted a hundred of them along a single route.,15,15,there are plenty of them to be found along any road a scholar with too much free time once counted a hundred of them along a single route
74,Geodude,Rock,Ground,"Geodude that have lived a long life have had all their edges smoothed out until they’re totally round. They also have a calm, quiet disposition.",15,15, that have lived a long life have had all their edges smoothed out until they re totally round they also have a calm quiet disposition
74,Geodude,Rock,Ground,It uses both hands to climb precipitous cliffs. People who see it in action have been known to take up bouldering.,15,15,it uses both hands to climb precipitous cliffs people who see it in action have been known to take up bouldering
74,Geodude,Rock,Ground,"Commonly found near mountain trails and the like. If you step on one by accident, it gets angry.",15,15,commonly found near mountain trails and the like if you step on one by accident it gets angry
74,Geodude,Rock,Ground,Many live on mountain trails and remain half-buried while keeping an eye on climbers.,15,15,many live on mountain trails and remain half buried while keeping an eye on climbers
74,Geodude,Rock,Ground,It is impossible to distinguish from rocks. It slams against others in contests of toughness.,15,15,it is impossible to distinguish from rocks it slams against others in contests of toughness
74,Geodude,Rock,Ground,"Makes its home in mountainous regions, using its arms to climb along harsh mountain roads. Can be troublesome—carelessly kicking one will cause it to fly into a rage and chase after you.",15,15,makes its home in mountainous regions using its arms to climb along harsh mountain roads can be troublesomecarelessly kicking one will cause it to fly into a rage and chase after you
74,Geodude,Rock,Ground,Its body is a magnetic stone. Iron sand attaches firmly to the portions of its body that are particularly magnetic.,15,15,its body is a magnetic stone iron sand attaches firmly to the portions of its body that are particularly magnetic
74,Geodude,Rock,Ground,"If you accidentally step on a Geodude sleeping on the ground, you’ll hear a crunching sound and feel a shock ripple through your entire body.",15,15,if you accidentally step on a sleeping on the ground you ll hear a crunching sound and feel a shock ripple through your entire body
74,Geodude,Rock,Ground,"If you mistake it for a rock and step on it, it will headbutt you in anger. In addition to the pain, it will also zap you with a shock.",15,15,if you mistake it for a rock and step on it it will headbutt you in anger in addition to the pain it will also zap you with a shock
74,Geodude,Rock,Ground,Geodude compete against each other with headbutts. The iron sand on their heads will stick to whichever one has stronger magnetism.,15,15, compete against each other with headbutts the iron sand on their heads will stick to whichever one has stronger magnetism
74,Geodude,Rock,Ground,"Its stone head is imbued with electricity and magnetism. If you carelessly step on one, you’ll be in for a painful shock.",15,15,its stone head is imbued with electricity and magnetism if you carelessly step on one you ll be in for a painful shock
75,Graveler,Rock,Ground,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,15,15,rolls down slopes to move it rolls over any obstacle without slowing or changing its direction
75,Graveler,Rock,Ground,"Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid.",15,15,often seen rolling down mountain trails obstacles are just things to roll straight over not avoid
75,Graveler,Rock,Ground,"With a free and uncaring nature, it doesn’t mind if pieces break off while it rolls down mountains.",15,15,with a free and uncaring re it doesn t mind if pieces break off while it rolls down mountains
75,Graveler,Rock,Ground,"A slow walker, it rolls to move. It pays no attention to any object that happens to be in its path.",15,15,a slow walker it rolls to move it pays no attention to any object that happens to be in its path
75,Graveler,Rock,Ground,"It travels by rolling on mountain paths. If it gains too much speed, it stops by running into huge rocks.",15,15,it travels by rolling on mountain paths if it gains too much speed it stops by running into huge rocks
75,Graveler,Rock,Ground,"GRAVELER grows by feeding on rocks. Apparently, it prefers to eat rocks that are covered in moss. This POKéMON eats its way through a ton of rocks on a daily basis.",15,15, grows by feeding on rocks apparently it prefers to eat rocks that are covered in moss this eats its way through a ton of rocks on a daily basis
75,Graveler,Rock,Ground,"Rocks are GRAVELER’s favorite food. This POKéMON will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom.",15,15,rocks are favorite food this will climb a mountain from the base to the summit crunchingly feasting on rocks all the while upon reaching the peak it rolls back down to the bottom
75,Graveler,Rock,Ground,Be careful while hiking on mountain trails. GRAVELER may come rolling down the path without slowing.,15,15,be careful while hiking on mountain trails may come rolling down the path without slowing
75,Graveler,Rock,Ground,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,15,15,rolls down slopes to move it rolls over any obstacle without slowing or changing its direction
75,Graveler,Rock,Ground,"They descend from mountains by tumbling down steep slopes. They are so brutal, they smash aside obstructing trees and massive boulders with thunderous tackles.",15,15,they descend from mountains by tumbling down steep slopes they are so brutal they smash aside obstructing trees and massive boulders with thunderous tackles
75,Graveler,Rock,Ground,GRAVELER make their homes on sheer cliff faces by gouging out numerous horizontal holes.,15,15, make their homes on sheer cliff faces by gouging out numerous horizontal holes
75,Graveler,Rock,Ground,"It tumbles down slopes, heedless of any body parts chipping off. It eats a ton of rocks daily.",15,15,it tumbles down slopes heedless of any body parts chipping off it eats a ton of rocks daily
75,Graveler,Rock,Ground,"It rolls on mountain paths to move. Once it builds momentum, no Pokémon can stop it without difficulty.",15,15,it rolls on mountain paths to move once it builds momentum no can stop it without difficulty
75,Graveler,Rock,Ground,"With a free and uncaring nature, it doesn’t mind if pieces break off while it rolls down mountains.",15,15,with a free and uncaring re it doesn t mind if pieces break off while it rolls down mountains
75,Graveler,Rock,Ground,"A slow walker, it rolls to move. It pays no attention to any object that happens to be in its path.",15,15,a slow walker it rolls to move it pays no attention to any object that happens to be in its path
75,Graveler,Rock,Ground,"It rolls on mountain paths to move. Once it builds momentum, no Pokémon can stop it without difficulty.",15,15,it rolls on mountain paths to move once it builds momentum no can stop it without difficulty
75,Graveler,Rock,Ground,"With a free and uncaring nature, it doesn’t mind if pieces break off while it rolls down mountains.",15,15,with a free and uncaring re it doesn t mind if pieces break off while it rolls down mountains
75,Graveler,Rock,Ground,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,15,15,rolls down slopes to move it rolls over any obstacle without slowing or changing its direction
75,Graveler,Rock,Ground,"Graveler grows by feeding on rocks. Apparently, it prefers to eat rocks that are covered in moss. This Pokémon eats its way through a ton of rocks on a daily basis.",15,15, grows by feeding on rocks apparently it prefers to eat rocks that are covered in moss this eats its way through a ton of rocks on a daily basis
75,Graveler,Rock,Ground,"Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom.",15,15,rocks are favorite food this will climb a mountain from the base to the summit crunchingly feasting on rocks all the while upon reaching the peak it rolls back down to the bottom
75,Graveler,Rock,Ground,Mossy rocks are its favorite food. It can devour a ton a day while crunching loudly.,15,15,mossy rocks are its favorite food it can devour a ton a day while crunching loudly
75,Graveler,Rock,Ground,"This slow-footed Pokémon moves by curling up and rolling instead of walking. With enough momentum, its speed can exceed 60 mph.",15,15,this slow footed moves by curling up and rolling instead of walking with enough momentum its speed can exceed mph
75,Graveler,Rock,Ground,"It climbs up cliffs as it heads toward the peak of a mountain. As soon as it reaches the summit, it rolls back down the way it came.",15,15,it climbs up cliffs as it heads toward the peak of a mountain as soon as it reaches the summit it rolls back down the way it came
75,Graveler,Rock,Ground,"It travels by rolling down cliffs. If it falls into a river, it will explode with its last gasp.",15,15,it travels by rolling down cliffs if it falls into a river it will explode with its last gasp
75,Graveler,Rock,Ground,"Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid.",15,15,often seen rolling down mountain trails obstacles are just things to roll straight over not avoid
75,Graveler,Rock,Ground,Graveler make their homes on sheer cliff faces that have numerous holes in them.,15,15, make their homes on sheer cliff faces that have numerous holes in them
75,Graveler,Rock,Ground,"It tumbles down slopes, heedless of any body parts chipping off. It eats a ton of rocks daily.",15,15,it tumbles down slopes heedless of any body parts chipping off it eats a ton of rocks daily
75,Graveler,Rock,Ground,"Dwells in holes dug into sheer walls of stone. It enjoys rolling down slopes as though it were a boulder during a rockfall, so keep an eye upward while traversing mountain roads.",15,15,dwells in holes dug into sheer walls of stone it enjoys rolling down slopes as though it were a boulder during a rockfall so keep an eye upward while traversing mountain roads
75,Graveler,Rock,Ground,"Its preferred food is dravite. After it has eaten this mineral, crystals form inside the Pokémon, rising to the surface of part of its body.",15,15,its preferred food is dravite after it has eaten this mineral crystals form inside the rising to the surface of part of its body
75,Graveler,Rock,Ground,They eat rocks and often get into a scrap over them. The shock of Graveler smashing together causes a flash of light and a booming noise.,15,15,they eat rocks and often get into a scrap over them the shock of smashing together causes a flash of light and a booming noise
75,Graveler,Rock,Ground,"When two Graveler fight each other, it fills the surroundings with flashes of light and sound. People call it the “fireworks of the earth.”",15,15,when two fight each other it fills the surroundings with flashes of light and sound people call it the fireworks of the earth
75,Graveler,Rock,Ground,Graveler’s entire body is tinged with electricity due to the stones it likes to eat. It’s very quick-tempered.,15,15, entire body is tinged with electricity due to the stones it likes to eat it is very quick tempered
75,Graveler,Rock,Ground,"When it comes rolling down a mountain path, anything in its way gets zapped by electricity and sent flying.",15,15,when it comes rolling down a mountain path anything in its way gets zapped by electricity and sent flying
76,Golem,Rock,Ground,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,15,15,its boulder like body is extremely hard it can easily withstand dynamite blasts without damage
76,Golem,Rock,Ground,"Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air.",15,15,once it sheds its skin its body turns tender and whitish its hide hardens when it is exposed to air
76,Golem,Rock,Ground,It sheds its skin once a year. The discarded shell immediately hardens and crumbles away.,15,15,it sheds its skin once a year the discarded shell immediately hardens and crumbles away
76,Golem,Rock,Ground,It is capable of blowing itself up. It uses this explosive force to jump from mountain to mountain.,15,15,it is capable of blowing itself up it uses this explosive force to jump from mountain to mountain
76,Golem,Rock,Ground,"Its rock-like body is so durable, even high-powered dynamite blasts fail to scratch its rugged hide.",15,15,its rock like body is so durable even high powered dynamite blasts fail to scratch its rugged hide
76,Golem,Rock,Ground,"GOLEM live up on mountains. If there is a large earthquake, these POKéMON will come rolling down off the mountains en masse to the foothills below.",15,15, live up on mountains if there is a large earthquake these will come rolling down off the mountains en masse to the foothills below
76,Golem,Rock,Ground,"GOLEM is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this POKéMON’s course.",15,15, is known for rolling down from mountains to prevent them from rolling into the homes of people downhill grooves have been dug into the sides of mountains to serve as guideways for diverting this course
76,Golem,Rock,Ground,It is enclosed in a hard shell that is as rugged as slabs of rock. It sheds skin once a year to grow larger.,15,15,it is enclosed in a hard shell that is as rugged as slabs of rock it sheds skin once a year to grow larger
76,Golem,Rock,Ground,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without taking damage.,15,15,its boulder like body is extremely hard it can easily withstand dynamite blasts without taking damage
76,Golem,Rock,Ground,"It is said to live in volcanic craters on mountain peaks. Once a year, it sheds its hide and grows larger. The shed hide crumbles and returns to the soil.",15,15,it is said to live in volcanic craters on mountain peaks once a year it sheds its hide and grows larger the shed hide crumbles and returns to the soil
76,Golem,Rock,Ground,"It sheds its hide once a year. Its boulderlike body is so tough, even dynamite can’t harm it.",15,15,it sheds its hide once a year its boulderlike body is so tough even dynamite can t harm it
76,Golem,Rock,Ground,"It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves.",15,15,it tumbles down mountains leaving grooves from peak to base stay clear of these grooves
76,Golem,Rock,Ground,"Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year.",15,15,even dynamite can t harm its hard boulderlike body it sheds its hide just once a year
76,Golem,Rock,Ground,It sheds its skin once a year. The discarded shell immediately hardens and crumbles away.,15,15,it sheds its skin once a year the discarded shell immediately hardens and crumbles away
76,Golem,Rock,Ground,It is capable of blowing itself up. It uses this explosive force to jump from mountain to mountain.,15,15,it is capable of blowing itself up it uses this explosive force to jump from mountain to mountain
76,Golem,Rock,Ground,"Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year.",15,15,even dynamite can t harm its hard boulderlike body it sheds its hide just once a year
76,Golem,Rock,Ground,"Even dynamite can’t harm its hard, boulder-like body. It sheds its hide just once a year.",15,15,even dynamite can t harm its hard boulder like body it sheds its hide just once a year
76,Golem,Rock,Ground,"It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves.",15,15,it tumbles down mountains leaving grooves from peak to base stay clear of these grooves
76,Golem,Rock,Ground,"Even dynamite can’t harm its hard, boulder-like body. It sheds its hide just once a year.",15,15,even dynamite can t harm its hard boulder like body it sheds its hide just once a year
76,Golem,Rock,Ground,"Golem live up on mountains. If there is a large earthquake, these Pokémon will come rolling down off the mountains en masse to the foothills below.",15,15, live up on mountains if there is a large earthquake these will come rolling down off the mountains en masse to the foothills below
76,Golem,Rock,Ground,"Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course.",15,15, is known for rolling down from mountains to prevent them from rolling into the homes of people downhill grooves have been dug into the sides of mountains to serve as guideways for diverting this course
76,Golem,Rock,Ground,"Its body can survive dynamite blasts without a single scratch, but it hates rain and humidity.",15,15,its body can survive dynamite blasts without a single scratch but it hates rain and humidity
76,Golem,Rock,Ground,"Once a year, this Pokémon molts, and its shed shell returns to the soil. This process creates enriched soil, so farmers collect the shells.",15,15,once a year this molts and its shed shell returns to the soil this process creates enriched soil so farmers collect the shells
76,Golem,Rock,Ground,"When Golem grow old, they stop shedding their shells. Those that have lived a long, long time have shells green with moss.",15,15,when grow old they stop shedding their shells those that have lived a long long time have shells green with moss
76,Golem,Rock,Ground,It detonates its own body. The power from that explosion can propel it up steep mountain paths with amazing speed.,15,15,it detonates its own body the power from that explosion can propel it up steep mountain paths with amazing speed
